AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - TOTAL;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - HOMBRES;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - MUJERES;N° DE ACCIONES PREVENTIVAS  PROMOCIONALES - TOTAL;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150201;LIMA PROVINCIA;BARRANCA;BARRANCA;CEM155;CEM BARRANCA;1;7,332;3,112;4,220;0;0;0;169;86;83;2,753;1,320;1,433;927;346;581;3,044;1,181;1,863;439;179;260;183;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;010401;AMAZONAS;CONDORCANQUI;NIEVA;CEM156;CEM CONDORCANQUI;1;6,653;2,866;3,787;44;22;22;831;416;415;2,044;967;1,077;1,234;411;823;2,362;991;1,371;138;59;79;134;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100301;HUÁNUCO;DOS DE MAYO;LA UNIÓN;CEM157;CEM DOS DE MAYO;1;6,664;1,771;4,893;0;0;0;95;23;72;2,074;893;1,181;657;126;531;3,555;653;2,902;283;76;207;137;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210601;PUNO;HUANCANÉ;HUANCANÉ;CEM158;CEM HUANCANE;1;9,672;4,134;5,538;0;0;0;372;183;189;3,470;1,745;1,725;625;308;317;4,495;1,529;2,966;710;369;341;217;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021201;ÁNCASH;HUAYLAS;CARAZ;CEM159;CEM HUAYLAS;1;7,472;2,818;4,654;25;11;14;103;56;47;2,149;932;1,217;1,679;685;994;2,421;755;1,666;1,095;379;716;119;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;090601;HUANCAVELICA;HUAYTARA;HUAYTARA;CEM160;CEM HUAYTARA;1;4,758;1,275;3,483;53;24;29;409;106;303;1,326;482;844;669;183;486;2,120;431;1,689;181;49;132;113;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210701;PUNO;LAMPA;LAMPA;CEM161;CEM LAMPA;1;4,984;1,043;3,941;18;11;7;54;19;35;1,004;496;508;638;67;571;3,052;398;2,654;218;52;166;125;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250201;UCAYALI;ATALAYA;RAYMONDI;CEM162;CEM ATALAYA;1;9,254;3,837;5,417;188;83;105;861;419;442;2,892;1,514;1,378;1,616;617;999;3,355;1,100;2,255;342;104;238;108;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;020601;ÁNCASH;CARHUAZ;CARHUAZ;CEM163;CEM CARHUAZ;1;5,994;2,100;3,894;6;4;2;174;83;91;1,725;904;821;1,140;303;837;2,667;720;1,947;282;86;196;170;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;060301;CAJAMARCA;CELENDÍN;CELENDÍN;CEM164;CEM CELENDÍN;1;5,950;2,385;3,565;0;0;0;179;78;101;3,385;1,475;1,910;829;276;553;1,411;488;923;146;68;78;183;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160501;LORETO;REQUENA;REQUENA;CEM165;CEM REQUENA;1;5,360;2,151;3,209;74;40;34;1,106;570;536;1,956;858;1,098;984;318;666;1,137;330;807;103;35;68;161;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220601;SAN MARTÍN;MARISCAL CÁCERES;JUANJUI;CEM166;CEM MARISCAL CÁCERES;1;6,453;2,800;3,653;0;0;0;114;55;59;3,020;1,476;1,544;1,139;572;567;2,097;665;1,432;83;32;51;140;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220201;SAN MARTÍN;BELLAVISTA;BELLAVISTA;CEM167;CEM BELLAVISTA-SAN MARTIN;1;8,289;3,576;4,713;40;20;20;1,700;918;782;2,437;1,284;1,153;823;321;502;2,883;859;2,024;406;174;232;218;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190201;PASCO;DANIEL ALCIDES CARRIÓN;YANAHUANCA;CEM168;CEM DANIEL ALCIDES CARRION;1;3,863;1,184;2,679;43;19;24;533;267;266;1,177;546;631;406;54;352;1,443;209;1,234;261;89;172;157;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;230301;TACNA;JORGE BASADRE;LOCUMBA;CEM169;CEM JORGE BASADRE;1;3,126;1,549;1,577;3;2;1;428;205;223;990;483;507;665;464;201;978;364;614;62;31;31;103;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;240301;TUMBES;ZARUMILLA;ZARUMILLA;CEM170;CEM ZARUMILLA;1;5,754;2,739;3,015;2;2;0;867;446;421;2,214;1,147;1,067;968;475;493;1,441;568;873;262;101;161;141;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120606;JUNÍN;SATIPO;PANGOA;CEM171;CEM PANGOA;1;2,964;1,006;1,958;0;0;0;151;99;52;858;430;428;244;89;155;1,682;376;1,306;29;12;17;128;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050407;AYACUCHO;HUANTA;SIVIA;CEM172;CEM SIVIA;1;2,046;623;1,423;40;15;25;66;29;37;477;232;245;339;99;240;1,064;222;842;60;26;34;35;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;080401;CUSCO;CALCA;CALCA;CEM173;CEM CALCA;1;9,206;3,212;5,994;0;0;0;172;62;110;3,869;1,912;1,957;868;252;616;4,221;956;3,265;76;30;46;173;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;131101;LA LIBERTAD;GRAN CHIMU;CASCAS;CEM174;CEM GRAN CHIMU;1;7,296;2,667;4,629;93;43;50;1,453;757;696;2,612;1,292;1,320;822;146;676;2,043;354;1,689;273;75;198;231;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110104;ICA;ICA;OCUCAJE;CEM175;CEM OCUCAJE;1;3,569;1,262;2,307;0;0;0;198;111;87;1,329;676;653;411;96;315;1,420;310;1,110;211;69;142;141;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110102;ICA;ICA;LA TINGUIÑA;CEM176;CEM LA TINGUIÑA;1;9,668;3,584;6,084;0;0;0;1,793;895;898;2,400;1,174;1,226;1,363;398;965;3,539;896;2,643;573;221;352;478;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;090401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;CEM177;CEM CASTROVIRREYNA;1;5,455;2,384;3,071;223;112;111;1,128;561;567;1,374;703;671;840;306;534;1,778;644;1,134;112;58;54;124;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;060501;CAJAMARCA;CONTUMAZA;CONTUMAZA;CEM178;CEM CONTUMAZA;1;2,312;1,046;1,266;27;12;15;267;102;165;1,393;663;730;286;114;172;327;152;175;12;3;9;62;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100901;HUÁNUCO;PUERTO INCA;PUERTO INCA;CEM179;CEM PUERTO INCA;1;5,179;2,128;3,051;50;24;26;956;494;462;1,750;860;890;753;208;545;1,579;526;1,053;91;16;75;126;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160601;LORETO;UCAYALI;CONTAMANA;CEM180;CEM UCAYALI;1;595;188;407;0;0;0;0;0;0;23;9;14;263;74;189;260;80;180;49;25;24;22;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;CEM181;CEM PAUCARTAMBO;1;3,073;591;2,482;0;0;0;28;12;16;634;210;424;780;59;721;1,189;165;1,024;442;145;297;52;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220701;SAN MARTÍN;PICOTA;PICOTA;CEM182;CEM PICOTA;1;7,020;2,249;4,771;6;4;2;719;362;357;2,463;1,221;1,242;1,048;212;836;2,273;323;1,950;511;127;384;213;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130801;LA LIBERTAD;PATAZ;TAYABAMBA;CEM183;CEM PATAZ;1;6,705;2,297;4,408;273;130;143;1,055;537;518;2,243;1,049;1,194;957;288;669;2,042;254;1,788;135;39;96;203;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;101001;HUÁNUCO;LAURICOCHA;JESÚS;CEM184;CEM LAURICOCHA;1;9,526;3,610;5,916;83;36;47;1,158;525;633;1,951;946;1,005;909;304;605;5,115;1,684;3,431;310;115;195;236;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;080501;CUSCO;CANAS;YANAOCA;CEM185;CEM CANAS;1;6,131;2,196;3,935;11;5;6;54;29;25;1,717;860;857;864;215;649;2,875;839;2,036;610;248;362;135;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;010601;AMAZONAS;RODRÍGUEZ DE MENDOZA;SAN NICOLAS;CEM186;CEM RODRÍGUEZ DE MENDOZA;1;6,573;2,429;4,144;16;8;8;891;430;461;2,473;1,187;1,286;922;253;669;1,818;366;1,452;453;185;268;185;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180201;MOQUEGUA;GENERAL SÁNCHEZ CERRO;OMATE;CEM187;CEM GENERAL SANCHEZ CERRO;1;2,736;1,008;1,728;19;6;13;37;18;19;974;465;509;280;72;208;1,305;399;906;121;48;73;224;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;101101;HUÁNUCO;YAROWILCA;CHAVINILLO;CEM188;CEM YAROWILCA;1;5,467;2,045;3,422;1;0;1;468;207;261;1,918;890;1,028;475;135;340;1,903;514;1,389;702;299;403;157;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130501;LA LIBERTAD;JULCÁN;JULCÁN;CEM189;CEM JULCÁN;1;2,269;769;1,500;84;42;42;13;10;3;751;387;364;342;74;268;969;223;746;110;33;77;65;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220301;SAN MARTÍN;EL DORADO;SAN JOSÉ DE SISA;CEM190;CEM EL DORADO;1;6,059;2,462;3,597;0;0;0;564;253;311;1,452;845;607;991;287;704;2,823;1,007;1,816;229;70;159;189;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;CEM191;CEM SAN MIGUEL;1;2,281;1,006;1,275;0;0;0;0;0;0;430;207;223;769;321;448;1,053;468;585;29;10;19;63;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;CEM192;CEM SAN MARCOS;1;3,530;1,413;2,117;0;0;0;506;243;263;1,311;605;706;542;142;400;1,026;363;663;145;60;85;108;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;040401;AREQUIPA;CASTILLA;APLAO;CEM193;CEM CASTILLA;1;8,273;3,660;4,613;20;10;10;676;309;367;3,295;1,604;1,691;1,239;531;708;2,562;1,033;1,529;481;173;308;168;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;040301;AREQUIPA;CARAVELI;CARAVELI;CEM194;CEM CARAVELI;1;5,864;1,982;3,882;176;86;90;418;157;261;1,348;577;771;858;244;614;2,500;772;1,728;564;146;418;96;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;020501;ÁNCASH;BOLOGNESI;CHIQUIAN;CEM195;CEM BOLOGNESI;1;4,578;1,464;3,114;24;9;15;101;47;54;1,710;735;975;465;153;312;1,705;327;1,378;573;193;380;140;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021901;ÁNCASH;SIHUAS;SIHUAS;CEM196;CEM SIHUAS;1;7,020;2,727;4,293;0;0;0;581;314;267;1,957;958;999;1,304;368;936;2,933;975;1,958;245;112;133;207;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021501;ÁNCASH;PALLASCA;CABANA;CEM197;CEM PALLASCA;1;2,270;897;1,373;107;55;52;358;140;218;825;403;422;334;154;180;598;127;471;48;18;30;120;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;CEM198;CEM EL PORVENIR;1;5,999;2,801;3,198;0;0;0;207;89;118;1,181;500;681;754;597;157;3,778;1,607;2,171;79;8;71;115;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;080902;CUSCO;LA CONVENCIÓN;ECHARATE;CEM199;CEM ECHARATI;1;4,018;1,558;2,460;1;0;1;88;39;49;1,937;868;1,069;931;320;611;988;307;681;73;24;49;191;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021301;ÁNCASH;MARISCAL LUZURIAGA;PISCOBAMBA;CEM200;CEM MARISCAL LUZURIAGA;1;2,569;1,078;1,491;17;7;10;687;339;348;219;98;121;511;225;286;1,047;363;684;88;46;42;101;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;040601;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;CEM201;CEM CONDESUYOS;1;5,027;2,443;2,584;0;0;0;100;50;50;1,963;959;1,004;609;300;309;1,834;954;880;521;180;341;99;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220401;SAN MARTÍN;HUALLAGA;SAPOSOA;CEM202;CEM HUALLAGA;1;7,499;3,251;4,248;208;103;105;343;188;155;2,375;1,247;1,128;1,081;441;640;3,029;1,063;1,966;463;209;254;138;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;211301;PUNO;YUNGUYO;YUNGUYO;CEM203;CEM YUNGUYO;1;7,276;2,304;4,972;0;0;0;0;0;0;2,515;1,210;1,305;826;173;653;3,781;878;2,903;154;43;111;158;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;030401;APURÍMAC;AYMARAES;CHALHUANCA;CEM204;CEM AYMARAES;1;4,873;1,921;2,952;0;0;0;27;14;13;2,355;1,263;1,092;523;114;409;1,696;426;1,270;272;104;168;132;;
2018;ENE - DIC;31/12/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;020401;ÁNCASH;ASUNCIÓN;CHACAS;CEM205;CEM ASUNCION;1;3,412;1,265;2,147;67;26;41;761;339;422;769;360;409;272;62;210;1,366;406;960;177;72;105;172;;
